,Player,S/C,Pos,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,GP,G_x,A_x,P_x,G_y,A_y,P_y,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
6888,Aleksander Barkov,L,C,1995-09-02,Tampere,--,FIN,FIN,75,214,2013,1,2,20132014,N,775,277,473,750,277,473,750,124,158,0.97,184,498,80,229,13,23,9,49,"2,031",13.6,20:07,53.1
6889,Corey Schueneman,L,D,1995-09-02,Milford,MI,USA,USA,71,197,--,--,--,20212022,N,35,2,5,7,2,5,7,-4,8,0.2,2,6,0,1,0,0,0,0,42,4.8,15:56,--
6890,Lucas Wallmark,L,C,1995-09-05,Umea,--,SWE,SWE,72,178,2014,4,97,20162017,N,187,23,36,59,23,36,59,-15,64,0.32,18,42,5,15,0,2,0,4,253,9.1,13:14,50.2
6891,Miles Wood,L,L,1995-09-13,Buffalo,NY,USA,USA,74,195,2013,4,100,20152016,N,492,89,88,177,89,88,177,-69,514,0.36,77,160,11,16,1,1,0,10,"1,070",8.3,13:11,32.1
6892,Michael Bunting,L,L,1995-09-17,Scarborough,ON,CAN,CAN,72,186,2014,4,117,20182019,N,315,89,118,207,89,118,207,15,300,0.66,62,155,27,52,0,0,0,11,647,13.8,15:33,44.3
6893,Brett Lernout,R,D,1995-09-24,Winnipeg,MB,CAN,CAN,76,214,2014,3,73,20152016,N,21,0,1,1,0,1,1,-6,6,0.05,0,0,0,0,0,1,0,0,17,0,16:27,--
6894,Karson Kuhlman,R,C,1995-09-26,Esko,MN,USA,USA,71,184,--,--,--,20182019,N,147,12,18,30,12,18,30,-4,29,0.2,11,29,1,1,0,0,0,3,207,5.8,11:50,25
6895,Artem Zub,R,D,1995-10-03,Khabarovsk,--,RUS,RUS,75,200,--,--,--,20202021,N,272,19,56,75,19,56,75,5,167,0.28,18,74,0,0,1,1,0,2,286,6.6,20:19,--
6896,Vladimir Tkachev,R,L,1995-10-05,Omsk,--,RUS,RUS,70,165,--,--,--,20212022,N,4,0,2,2,0,2,2,-2,2,0.5,0,0,0,2,0,0,0,0,1,0,13:59,50
6897,Nikolay Goldobin,L,R,1995-10-07,Moscow,--,RUS,RUS,71,196,2014,1,27,20152016,N,125,19,27,46,19,27,46,-23,24,0.37,16,34,3,11,0,1,0,2,176,10.8,13:27,50
6898,Tony DeAngelo,R,D,1995-10-24,Sewell,NJ,USA,USA,71,180,2014,1,19,20162017,N,371,48,162,210,48,162,210,-23,329,0.57,35,121,13,89,0,0,3,7,770,6.2,19:01,100
6899,Chase De Leo,L,L,1995-10-25,La Mirada,CA,USA,USA,69,186,2014,4,99,20152016,N,7,0,0,0,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,10,0,10:52,31.3
6900,Leon Draisaitl,L,C,1995-10-27,Cologne,--,DEU,DEU,74,209,2014,1,3,20142015,N,766,381,540,921,381,540,921,82,322,1.2,218,594,154,314,9,13,17,70,"2,056",18.5,20:33,53.1
6901,Cole Smith,L,R,1995-10-28,Brainerd,MN,USA,USA,75,195,--,--,--,20202021,N,193,15,30,45,15,30,45,-12,143,0.23,14,39,0,0,1,6,0,5,209,7.2,13:00,28.1
6902,Sam Reinhart,R,C,1995-11-06,West Vancouver,BC,CAN,CAN,73,196,2014,1,2,20142015,N,744,283,307,590,283,307,590,-46,173,0.79,159,374,114,200,10,16,4,42,"1,760",16.1,18:39,43.5
6903,Luke Philp,R,C,1995-11-06,Canmore,AB,CAN,CAN,70,181,--,--,--,20222023,N,3,0,1,1,0,1,1,0,2,0.33,0,1,0,0,0,0,0,0,0,--,11:41,25
6904,Ondrej Kase,R,R,1995-11-08,Kadan,--,CZE,CZE,72,187,2014,7,205,20162017,N,258,57,67,124,57,67,124,14,62,0.48,49,105,6,17,2,2,2,11,584,9.8,14:11,22.8
6905,Vladislav Gavrikov,L,D,1995-11-21,Yaroslavl,--,RUS,RUS,75,220,2015,6,159,20192020,N,397,26,95,121,26,95,121,9,176,0.3,25,116,0,0,1,5,3,6,491,5.3,21:07,--
6906,Dryden Hunt,L,L,1995-11-24,Cranbrook,BC,CAN,CAN,72,193,--,--,--,20172018,N,230,18,33,51,18,33,51,-30,121,0.22,18,51,0,0,0,0,0,3,287,6.3,11:01,27.1
6907,Anton Levtchi,L,L,1995-11-28,Varkaus,--,FIN,FIN,72,185,--,--,--,20222023,N,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,9:35,0
6908,Julius Honka,R,D,1995-12-03,Jyväskylä,--,FIN,FIN,71,180,2014,1,14,20162017,N,87,2,11,13,2,11,13,-7,28,0.15,2,11,0,2,0,0,1,1,114,1.8,13:57,0
6909,Nick Ritchie,L,L,1995-12-05,Orangeville,ON,CAN,CAN,75,236,2014,1,10,20152016,N,481,84,102,186,84,102,186,-29,483,0.39,68,146,16,40,0,0,0,13,834,10.1,13:38,26.5
6910,Kevin Labanc,R,R,1995-12-12,Brooklyn,NY,USA,USA,71,185,2014,6,171,20162017,N,511,84,153,237,84,153,237,-86,229,0.46,71,176,13,61,0,0,4,15,920,9.1,14:08,33
6911,Max Veronneau,R,R,1995-12-12,Ottawa,ON,CAN,CAN,73,193,--,--,--,20182019,N,16,2,2,4,2,2,4,-7,0,0.25,1,3,1,1,0,0,0,0,18,11.1,11:30,--
6912,Ivan Barbashev,L,C,1995-12-14,Moscow,--,RUS,RUS,72,203,2014,2,33,20162017,N,552,118,151,269,118,151,269,38,182,0.49,102,240,11,21,5,8,1,16,662,17.8,14:29,42.4
6913,Mark Friedman,R,D,1995-12-25,Toronto,ON,CAN,CAN,71,185,2014,3,86,20182019,N,92,4,9,13,4,9,13,4,70,0.14,4,13,0,0,0,0,0,1,95,4.2,13:11,0
6914,Nikita Scherbak,L,R,1995-12-30,Moscow,--,RUS,RUS,74,192,2014,1,26,20162017,N,37,6,2,8,6,2,8,-8,10,0.22,3,3,2,4,1,1,0,0,54,11.1,12:31,100
6915,Lawrence Pilut,L,D,1995-12-30,Tingsryd,--,SWE,SWE,71,194,--,--,--,20182019,N,63,2,7,9,2,7,9,-16,24,0.14,2,9,0,0,0,0,0,1,57,3.5,15:56,--
6916,Jayce Hawryluk,R,R,1996-01-01,Yorkton,SK,CAN,CAN,71,196,2014,2,32,20182019,N,98,12,15,27,12,15,27,-14,41,0.28,12,26,0,1,0,0,0,1,79,15.2,9:56,57.6
6917,Joe Snively,L,C,1996-01-01,Herndon,VA,USA,USA,69,176,--,--,--,20212022,N,27,6,5,11,6,5,11,5,2,0.41,5,10,1,1,0,0,0,0,37,16.2,11:40,50
6918,Jake Middleton,L,D,1996-01-02,Wainwright,AB,CAN,CAN,75,219,2014,7,210,20182019,N,275,21,53,74,21,53,74,21,265,0.27,21,70,0,1,0,3,0,1,303,6.9,19:01,--
6919,Rodrigo Abols,L,C,1996-01-05,Riga,--,LVA,LVA,76,206,2016,7,184,20242025,N,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,10:39,20
6920,Mason Appleton,R,C,1996-01-15,Green Bay,WI,USA,USA,74,194,2015,6,168,20182019,N,366,53,78,131,53,78,131,36,108,0.36,48,124,3,3,2,4,0,8,523,10.1,14:04,42.5
6921,Roland McKeown,R,D,1996-01-20,Listowel,ON,CAN,CAN,73,195,2014,2,50,20172018,N,16,0,3,3,0,3,3,4,27,0.19,0,3,0,0,0,0,0,0,10,0,13:15,--
6922,Andreas Englund,L,D,1996-01-21,Stockholm,--,SWE,SWE,76,200,2014,2,40,20162017,N,173,2,16,18,2,16,18,-17,152,0.1,2,18,0,0,0,0,0,0,91,2.2,12:20,--
6923,Robby Fabbri,L,C,1996-01-22,Mississauga,ON,CAN,CAN,71,185,2014,1,21,20152016,N,432,105,106,211,105,106,211,-96,203,0.49,79,155,26,56,0,0,1,19,722,14.5,15:06,47.1
6924,Joshua Ho-Sang,R,R,1996-01-22,Toronto,ON,CAN,CAN,71,190,2014,1,28,20162017,N,53,7,17,24,7,17,24,-4,20,0.45,6,21,1,3,0,0,0,0,50,14,15:11,25
6925,Lukas Vejdemo,L,C,1996-01-25,Stockholm,--,SWE,SWE,73,198,2015,3,87,20192020,N,13,2,0,2,2,0,2,-3,0,0.15,2,2,0,0,0,0,0,0,17,11.8,9:14,38.9
6926,Blake Hillman,L,D,1996-01-26,Elk River,MN,USA,USA,73,193,2016,6,173,20172018,N,4,1,0,1,1,0,1,-1,0,0.25,0,0,0,0,1,1,0,0,5,20,18:02,--
6927,Juho Lammikko,L,L,1996-01-29,Noormarkku,--,FIN,FIN,74,191,2014,3,65,20182019,N,159,11,15,26,11,15,26,-21,30,0.16,10,24,0,0,1,2,0,2,149,7.4,11:32,47.6
6928,Mason Morelli,L,L,1996-02-01,Minot,ND,USA,USA,72,208,--,--,--,20232024,N,10,3,1,4,3,1,4,-4,0,0.4,2,3,1,1,0,0,0,0,9,33.3,10:26,33.3
6929,Christian Dvorak,L,C,1996-02-02,Palos,IL,USA,USA,73,190,2014,2,58,20162017,N,499,97,133,230,97,133,230,-62,114,0.46,74,184,21,44,2,2,1,12,763,12.7,16:25,52.9
6930,Mitch Reinke,R,D,1996-02-04,Stillwater,MN,USA,USA,71,181,--,--,--,20172018,N,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,13:05,--
6931,Andrei Kuzmenko,R,L,1996-02-04,Yakutsk,--,RUS,RUS,71,194,--,--,--,20222023,N,186,63,68,131,63,68,131,-6,32,0.7,39,89,24,42,0,0,3,10,296,21.3,15:29,66.7
6932,Billy Sweezey,R,D,1996-02-06,Hanson,MA,USA,USA,73,206,--,--,--,20222023,N,9,0,1,1,0,1,1,-3,9,0.11,0,1,0,0,0,0,0,0,3,0,17:07,--
6933,Aaron Ekblad,R,D,1996-02-07,Windsor,ON,CAN,CAN,76,220,2014,1,1,20142015,N,717,117,250,367,117,250,367,88,491,0.51,74,241,41,118,2,8,7,25,"1,764",6.6,22:52,--
6934,Alexander Yelesin,R,D,1996-02-07,Yaroslavl,--,RUS,RUS,72,195,--,--,--,20192020,N,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,12:30,--
6935,Nikolaj Ehlers,L,L,1996-02-14,Aalborg,--,DNK,DNK,72,172,2014,1,9,20152016,N,644,215,282,497,215,282,497,98,209,0.77,176,392,38,104,1,1,5,37,"1,821",11.8,16:27,32
6936,Ryan MacInnis,L,C,1996-02-14,St. Louis,MO,USA,USA,76,201,2014,2,43,20192020,N,27,0,1,1,0,1,1,-2,0,0.04,0,1,0,0,0,0,0,0,29,0,9:45,44.2
6937,Josh Jacobs,R,D,1996-02-15,Shelby Township,MI,USA,USA,74,200,2014,2,41,20182019,N,3,0,0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,4,0,16:02,--
6938,Austin Poganski,R,R,1996-02-16,St. Cloud,MN,USA,USA,73,206,2014,4,110,20192020,N,22,0,0,0,0,0,0,-4,7,0.0,0,0,0,0,0,0,0,0,9,0,8:46,--
6939,Sebastian Aho,L,D,1996-02-17,Umea,--,SWE,SWE,70,176,2017,5,139,20172018,N,190,11,39,50,11,39,50,-10,52,0.26,10,43,1,7,0,0,0,0,199,5.5,16:29,0
6940,Maxim Letunov,L,C,1996-02-20,Moscow,--,RUS,RUS,76,180,2014,2,52,20192020,N,3,1,0,1,1,0,1,0,0,0.33,1,1,0,0,0,0,0,0,3,33.3,9:05,50
6941,Jake Walman,L,D,1996-02-20,Toronto,ON,CAN,CAN,73,218,2014,3,82,20192020,N,239,31,47,78,31,47,78,4,131,0.33,30,64,1,13,0,1,3,6,479,6.5,18:25,--
6942,William Lagesson,L,D,1996-02-22,Gothenburg,--,SWE,SWE,74,211,2014,4,91,20192020,N,102,0,11,11,0,11,11,0,56,0.11,0,11,0,0,0,0,0,0,73,0,13:45,--
6943,Nick Schmaltz,R,C,1996-02-23,Madison,WI,USA,USA,72,184,2014,1,20,20162017,N,552,131,266,397,131,266,397,-19,120,0.72,93,297,37,96,1,4,2,17,960,13.7,17:33,41
6944,Dominic Turgeon,L,C,1996-02-25,Pointe-Claire,QC,CAN,CAN,74,203,2014,3,63,20172018,N,9,0,0,0,0,0,0,-5,2,0.0,0,0,0,0,0,0,0,0,5,0,10:43,35.7
6945,Matthew Highmore,L,C,1996-02-27,Halifax,NS,CAN,CAN,71,186,--,--,--,20172018,N,153,13,18,31,13,18,31,-8,28,0.2,12,30,1,1,0,0,0,2,176,7.4,11:21,37.5
6946,Jakub Vrana,L,L,1996-02-28,Prague,--,CZE,CZE,72,190,2014,1,13,20162017,N,392,117,103,220,117,103,220,31,109,0.56,99,179,18,41,0,0,3,29,810,14.4,13:35,35.8
6947,Darren Raddysh,R,D,1996-02-28,Toronto,ON,CAN,CAN,73,202,--,--,--,20212022,N,141,10,46,56,10,46,56,1,31,0.4,8,44,2,12,0,0,1,2,185,5.4,18:14,--
6948,Brett Seney,L,L,1996-02-28,London,ON,CAN,CAN,69,156,2015,6,157,20182019,N,66,6,8,14,6,8,14,-17,39,0.21,6,13,0,1,0,0,0,0,61,9.8,10:31,36.6
6949,Rhett Gardner,L,C,1996-02-28,Moose Jaw,SK,CAN,CAN,75,210,2016,4,116,20192020,N,41,1,1,2,1,1,2,-10,10,0.05,1,2,0,0,0,0,0,0,31,3.2,9:45,45.2
6950,Hayden Hodgson,R,R,1996-03-02,Windsor,ON,CAN,CAN,74,221,--,--,--,20212022,N,7,1,2,3,1,2,3,-1,11,0.43,1,3,0,0,0,0,0,0,10,10,12:00,50
6951,Anthony Angello,R,C,1996-03-06,Albany,NY,USA,USA,77,210,2014,5,145,20192020,N,31,3,2,5,3,2,5,3,14,0.16,2,4,1,1,0,0,0,0,26,11.5,7:13,0
6952,Conor Garland,R,R,1996-03-11,Scituate,MA,USA,USA,70,165,2015,5,123,20182019,N,450,114,158,272,114,158,272,28,183,0.6,95,216,19,56,0,0,2,18,"1,081",10.6,15:36,36.5
6953,Brayden Point,R,C,1996-03-13,Calgary,AB,CAN,CAN,71,175,2014,3,79,20162017,N,621,291,312,603,291,312,603,66,144,0.97,187,408,101,190,3,5,12,62,"1,537",18.9,19:08,49
6954,Brendan Lemieux,L,L,1996-03-15,Denver,CO,USA,USA,73,215,2014,2,31,20172018,N,307,36,38,74,36,38,74,-10,548,0.24,33,67,2,5,1,2,0,5,347,10.4,10:15,35.8
6955,Chase Priskie,R,D,1996-03-19,Pembroke Pines,FL,USA,USA,72,185,2016,6,177,20212022,N,4,0,0,0,0,0,0,2,2,0.0,0,0,0,0,0,0,0,0,4,0,14:00,--
6956,Joel Kiviranta,L,L,1996-03-23,Vantaa,--,FIN,FIN,71,185,--,--,--,20192020,N,267,29,23,52,29,23,52,-10,84,0.19,27,50,1,1,1,1,0,2,292,9.9,11:12,33.9
6957,Travis Sanheim,L,D,1996-03-29,Elkhorn,MB,CAN,CAN,76,222,2014,1,17,20172018,N,545,52,155,207,52,155,207,-40,247,0.38,48,183,2,17,2,7,3,8,875,5.9,21:13,--
6958,Clark Bishop,L,C,1996-03-29,St. John's,NL,CAN,CAN,73,197,2014,5,127,20182019,N,47,1,7,8,1,7,8,-6,20,0.17,1,8,0,0,0,0,0,0,44,2.3,9:03,46.9
6959,Warren Foegele,L,L,1996-04-01,Markham,ON,CAN,CAN,74,204,2014,3,67,20172018,N,475,92,95,187,92,95,187,16,181,0.39,84,177,3,4,5,6,0,18,900,10.2,13:28,50.3
6960,Christian Jaros,R,D,1996-04-02,Kosice,--,SVK,SVK,75,222,2015,5,139,20172018,N,94,1,13,14,1,13,14,-24,37,0.15,1,11,0,2,0,1,0,0,82,1.2,13:04,--
6961,Rourke Chartier,L,C,1996-04-03,Saskatoon,SK,CAN,CAN,72,201,2014,5,149,20182019,N,56,3,1,4,3,1,4,-9,16,0.07,3,4,0,0,0,0,0,1,67,4.5,10:24,50
6962,Andrew Mangiapane,L,L,1996-04-04,Toronto,ON,CAN,CAN,70,184,2015,6,166,20172018,N,463,119,113,232,119,113,232,57,191,0.5,100,199,14,25,5,8,0,18,819,14.5,14:54,36.4
6963,Christoffer Ehn,L,C,1996-04-05,Skara,--,SWE,SWE,75,195,2014,4,106,20182019,N,114,5,8,13,5,8,13,-26,8,0.11,4,12,0,0,1,1,0,1,85,5.9,10:31,44.7
6964,Ryan Donato,L,C,1996-04-09,Boston,MA,USA,USA,72,190,2014,2,56,20172018,N,448,91,101,192,91,101,192,-36,168,0.43,81,161,10,31,0,0,1,7,896,10.2,12:58,43.5
6965,Steven Lorentz,L,C,1996-04-13,Kitchener,ON,CAN,CAN,76,216,2015,7,186,20202021,N,278,26,28,54,26,28,54,-20,44,0.19,24,51,1,1,1,2,0,5,302,8.6,10:44,48.5
6966,John Quenneville,L,C,1996-04-16,Edmonton,AB,CAN,CAN,73,195,2014,1,30,20162017,N,42,2,3,5,2,3,5,-4,6,0.12,1,3,1,2,0,0,0,1,56,3.6,12:02,43.8
6967,Brendan Perlini,L,L,1996-04-27,Guildford,--,GBR,GBR,75,211,2014,1,12,20162017,N,262,50,31,81,50,31,81,-43,92,0.31,40,61,10,20,0,0,0,3,410,12.2,12:42,33.3
6968,Niko Mikkola,L,D,1996-04-27,Kiiminki,--,FIN,FIN,78,204,2015,5,127,20192020,N,295,12,42,54,12,42,54,11,221,0.18,11,52,0,0,1,2,0,0,313,3.8,18:07,--
6969,Radim Zohorna,L,L,1996-04-29,Havlickuv,--,CZE,CZE,78,220,--,--,--,20202021,N,68,9,9,18,9,9,18,15,26,0.26,9,17,0,1,0,0,0,2,64,14.1,9:39,49.3
6970,William Nylander,R,R,1996-05-01,Calgary,AB,CAN,SWE,72,202,2014,1,8,20152016,N,651,245,332,577,245,332,577,22,172,0.89,173,384,69,189,3,4,12,45,"1,917",12.8,17:42,50.2
6971,Olle Alsing,L,D,1996-05-01,Uppsala,--,SWE,SWE,71,170,--,--,--,20202021,N,4,0,0,0,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,1,0,10:50,--
6972,Joe Hicketts,L,D,1996-05-04,Kamloops,BC,CAN,CAN,68,176,--,--,--,20172018,N,22,0,5,5,0,5,5,-9,4,0.23,0,4,0,1,0,0,0,0,24,0,18:13,--
6973,Adam Brooks,L,C,1996-05-06,Winnipeg,MB,CAN,CAN,72,179,2016,4,92,20192020,N,43,6,5,11,6,5,11,7,2,0.26,4,9,1,1,1,1,0,2,26,23.1,9:13,41.7
6974,Marcus Pettersson,L,D,1996-05-08,Skelleftea,--,SWE,SWE,77,174,2014,2,38,20172018,N,487,16,134,150,16,134,150,78,294,0.31,15,140,1,8,0,2,1,2,553,2.9,18:47,100
6975,Alex Tuch,R,R,1996-05-10,Syracuse,NY,USA,USA,76,219,2014,1,18,20162017,N,501,146,203,349,146,203,349,53,184,0.7,116,273,24,70,6,6,2,32,"1,250",11.7,17:27,40
6976,Nicolas Aube-Kubel,R,R,1996-05-10,Slave Lake,AB,CAN,CAN,72,213,2014,2,48,20182019,N,301,32,48,80,32,48,80,11,200,0.27,30,77,2,3,0,0,0,3,333,9.6,10:49,38.6
6977,Sonny Milano,L,L,1996-05-12,Massapequa,NY,USA,USA,72,194,2014,1,16,20152016,N,313,62,75,137,62,75,137,-30,74,0.44,52,111,10,26,0,0,2,13,389,15.9,13:01,0
6978,Michael Amadio,R,R,1996-05-13,Sault Ste. Marie,ON,CAN,CAN,73,199,2014,3,90,20172018,N,406,59,64,123,59,64,123,-9,85,0.3,54,109,5,14,0,0,0,6,507,11.6,12:14,47.3
6979,Louie Belpedio,R,D,1996-05-14,Skokie,IL,USA,USA,71,197,2014,3,80,20172018,N,16,2,4,6,2,4,6,6,0,0.38,2,6,0,0,0,0,0,1,14,14.3,13:24,--
6980,Dakota Joshua,L,C,1996-05-15,Dearborn,MI,USA,USA,75,206,2014,5,128,20202021,N,208,35,33,68,35,33,68,0,163,0.33,32,65,2,2,1,1,0,9,205,17.1,11:54,54.1
6981,Jalen Chatfield,R,D,1996-05-15,Ypsilanti,MI,USA,USA,73,199,--,--,--,20202021,N,232,18,32,50,18,32,50,43,101,0.22,17,48,0,0,1,2,0,5,291,6.2,15:27,--
6982,Michael Carcone,L,L,1996-05-19,Ajax,ON,CAN,CAN,69,182,--,--,--,20212022,N,134,30,17,47,30,17,47,-11,74,0.35,28,43,1,3,1,1,0,4,212,14.2,11:29,18.2
6983,Linus Sandin,R,R,1996-05-19,Uppsala,--,SWE,SWE,73,209,--,--,--,20212022,N,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,6:59,--
6984,Pius Suter,L,C,1996-05-24,Zurich,--,CHE,CHE,71,179,--,--,--,20202021,N,328,68,67,135,68,67,135,1,64,0.41,61,120,4,12,3,3,1,13,561,12.1,15:46,46.8
6985,David Pastrnak,R,R,1996-05-25,Havirov,--,CZE,CZE,72,200,2014,1,25,20142015,N,722,370,410,780,370,410,780,135,326,1.08,251,531,119,249,0,0,12,64,"2,699",13.7,18:14,32.7
6986,Fredrik Olofsson,L,L,1996-05-27,Helsingborg,--,SWE,SWE,74,190,2014,4,98,20222023,N,85,4,9,13,4,9,13,-5,10,0.15,4,13,0,0,0,0,0,2,79,5.1,9:54,39.6
6987,Nelson Nogier,R,D,1996-05-27,Saskatoon,SK,CAN,CAN,74,191,2014,4,101,20162017,N,11,0,0,0,0,0,0,-1,5,0.0,0,0,0,0,0,0,0,0,9,0,11:34,--
6988,Ben Thomas,R,D,1996-05-28,Calgary,AB,CAN,CAN,73,187,2014,4,119,20202021,N,5,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,3,0,14:14,--
6989,Vincent Desharnais,R,D,1996-05-29,Laval,QC,CAN,CAN,79,226,2016,7,183,20222023,N,146,1,18,19,1,18,19,13,111,0.13,1,17,0,0,0,2,0,0,78,1.3,15:14,--
6990,Jared McCann,L,L,1996-05-31,Stratford,ON,CAN,CAN,73,191,2014,1,24,20152016,N,634,176,197,373,176,197,373,16,208,0.59,128,274,38,87,10,12,4,22,"1,421",12.4,15:01,42.7
6991,Pierre Engvall,L,L,1996-05-31,Ljungby,--,SWE,SWE,77,215,2014,7,188,20192020,N,349,60,67,127,60,67,127,26,113,0.36,53,109,4,13,3,5,0,13,576,10.4,13:18,43
6992,Jake Evans,R,C,1996-06-02,Toronto,ON,CAN,CAN,72,190,2014,7,207,20192020,N,315,38,79,117,38,79,117,1,111,0.37,32,106,1,1,5,10,0,6,376,10.1,14:44,51.3
6993,Brady Keeper,R,D,1996-06-05,Cross Lake,MB,CAN,CAN,72,203,--,--,--,20182019,N,2,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,11:04,--
6994,Gustav Forsling,L,D,1996-06-12,Linkoping,--,SWE,SWE,73,199,2014,5,126,20162017,N,445,53,126,179,53,126,179,146,161,0.4,48,158,4,16,1,5,4,7,920,5.8,20:44,0
6995,Ryan Kuffner,L,L,1996-06-12,Ottawa,ON,CAN,CAN,73,186,--,--,--,20182019,N,10,0,0,0,0,0,0,-4,0,0.0,0,0,0,0,0,0,0,0,8,0,10:56,0
6996,Bobby McMann,L,C,1996-06-15,Wainwright,AB,CAN,CAN,74,215,--,--,--,20222023,N,106,28,18,46,28,18,46,18,68,0.43,26,42,2,4,0,0,0,3,233,12,12:36,40.7
6997,Sammy Blais,L,L,1996-06-17,Montmagny,QC,CAN,CAN,74,206,2014,6,176,20172018,N,257,27,44,71,27,44,71,-6,122,0.28,26,69,1,2,0,0,0,4,243,11.1,11:20,33.3
6998,Marc Johnstone,R,R,1996-06-19,Cranford,NJ,USA,USA,72,179,--,--,--,20232024,N,1,0,0,0,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,0,--,7:19,100
6999,Sam Bennett,L,C,1996-06-20,Holland Landing,ON,CAN,CAN,73,193,2014,1,4,20142015,N,661,151,163,314,151,163,314,-19,635,0.48,121,251,30,61,0,2,2,22,"1,459",10.4,15:16,47.2
7000,Michael Dal Colle,L,L,1996-06-20,Woodbridge,ON,CAN,CAN,75,195,2014,1,5,20172018,N,112,8,13,21,8,13,21,-3,18,0.19,8,21,0,0,0,0,0,2,115,7,11:59,50
7001,Taro Hirose,L,L,1996-06-30,Calgary,AB,CAN,CAN,70,162,--,--,--,20182019,N,60,4,16,20,4,16,20,-17,14,0.33,3,12,1,8,0,0,0,1,58,6.9,12:37,36.4
7002,Haydn Fleury,L,D,1996-07-08,Carlyle,SK,CAN,CAN,76,207,2014,1,7,20172018,N,293,10,33,43,10,33,43,-24,83,0.15,10,42,0,0,0,1,0,1,367,2.7,15:19,--
7003,Zack MacEwen,R,R,1996-07-08,Charlottetown,PE,CAN,CAN,76,227,--,--,--,20182019,N,237,17,17,34,17,17,34,-30,323,0.14,17,34,0,0,0,0,0,5,248,6.9,9:20,51.2
7004,Shane Gersich,L,L,1996-07-10,Chaska,MN,USA,USA,71,185,2014,5,134,20172018,N,3,0,1,1,0,1,1,-1,0,0.33,0,1,0,0,0,0,0,0,4,0,9:01,--
7005,Egor Korshkov,L,R,1996-07-10,Novosibirsk,--,RUS,RUS,76,180,2016,2,31,20192020,N,1,1,0,1,1,0,1,1,0,1.0,1,1,0,0,0,0,0,0,1,100,10:08,--
7006,Kevin Fiala,L,L,1996-07-22,St. Gallen,--,CHE,CHE,72,205,2014,1,11,20142015,N,613,191,262,453,191,262,453,10,361,0.74,140,312,50,140,1,1,6,29,"1,650",11.6,16:26,33.6
7007,Kasperi Kapanen,R,R,1996-07-23,Kuopio,--,FIN,FIN,73,194,2014,1,22,20152016,N,495,89,127,216,89,127,216,-2,118,0.44,77,187,5,21,7,8,4,19,823,10.8,14:28,33.7
7008,Dylan Larkin,L,C,1996-07-30,Waterford,MI,USA,USA,73,199,2014,1,15,20152016,N,699,232,317,549,232,317,549,-92,441,0.79,154,395,70,143,8,11,9,30,"2,087",11.1,19:25,52.8
7009,Uvis Balinskis,L,D,1996-08-01,Ventspils,--,LVA,LVA,72,196,--,--,--,20232024,N,71,4,12,16,4,12,16,-3,25,0.23,4,12,0,4,0,0,0,0,82,4.9,14:45,0
7010,Justin Kirkland,L,C,1996-08-02,Winnipeg,MB,CAN,CAN,75,183,2014,3,62,20222023,N,30,2,6,8,2,6,8,3,11,0.27,2,8,0,0,0,0,0,0,15,13.3,8:57,45.4
7011,Bokondji Imama,L,L,1996-08-03,Montréal,QC,CAN,CAN,73,221,2015,6,180,20212022,N,15,1,0,1,1,0,1,-3,17,0.07,1,1,0,0,0,0,0,0,4,25,5:56,--
7012,Anders Bjork,L,L,1996-08-05,Mequon,WI,USA,USA,72,190,2014,5,146,20172018,N,225,26,35,61,26,35,61,-17,44,0.27,23,56,3,4,0,1,0,0,221,11.8,12:46,29.4
7013,Jeff Malott,L,L,1996-08-07,Burlington,ON,CAN,CAN,77,208,--,--,--,20212022,N,1,0,0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,0,--,4:06,--
7014,Vladislav Kamenev,L,C,1996-08-12,Orsk,--,RUS,RUS,74,194,2014,2,42,20162017,N,66,3,10,13,3,10,13,-7,20,0.2,1,9,1,3,1,1,0,1,56,5.4,9:01,50.4
7015,Giovanni Fiore,L,R,1996-08-13,Laval,QC,CAN,CAN,73,188,--,--,--,20172018,N,1,0,0,0,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,0,--,7:53,--
7016,Logan O'Connor,R,R,1996-08-14,Missouri City,TX,USA,USA,72,175,--,--,--,20182019,N,311,41,55,96,41,55,96,30,134,0.31,35,85,0,0,6,11,0,6,429,9.6,13:44,37.2
